ZIP code,Complaint ID
240XX,2227138
560XX,2422260
532XX,2313638
480XX,1654968
844XX,1764595
275XX,2020154
787XX,1569446
770XX,1612530
112XX,2198841
731XX,1748433
021XX,1949761
234XX,1528050
700XX,1290286
300XX,1431238
222XX,1658516
232XX,2423520
852XX,2245288
950XX,1533902
708XX,2043600
920XX,2344850
306XX,2327642
330XX,1450774
038XX,2134367
191XX,2256949
606XX,2221720
197XX,1692933
329XX,2424802
750XX,2170480
300XX,1770448
606XX,2101428
197XX,1758874
142XX,1553789
352XX,1962359
207XX,1847282
116XX,2341144
982XX,1953042
072XX,1505302
139XX,1381930
191XX,1711297
291XX,2084474
900XX,2219542
365XX,1887794
307XX,2433992
441XX,1291852
604XX,2362216
077XX,1978099
890XX,1403572
926XX,2059148
405XX,2144924
303XX,2214018
300XX,1474733
760XX,1653709
959XX,2257389
432XX,2429821
782XX,1577360
282XX,1470354
770XX,1333981
080XX,1873002
238XX,1447336
104XX,1566150
300XX,2132604
836XX,2090845
762XX,1568669
704XX,2318059
922XX,1691002
452XX,1481137
913XX,1755807
956XX,2026987
016XX,1909929
945XX,2042634
840XX,2272560
752XX,1434728
321XX,2234911
882XX,1379556
339XX,1762331
908XX,1973160
211XX,1566662
189XX,1435633
342XX,2089883
483XX,1854430
770XX,2132422
224XX,1619382
972XX,1360553
925XX,1419731
281XX,2301708
208XX,1923556
595XX,2318744
453XX,1555082
328XX,1463048
925XX,2157228
123XX,1582744
377XX,1406944
631XX,2025927
300XX,1714757
770XX,1379374
958XX,2429548
232XX,2344580
750XX,1980495
018XX,2173702
656XX,2060038
483XX,1372342
731XX,2186742
928XX,2170533
770XX,2279530
946XX,2198342
836XX,1453521
410XX,1962902
329XX,1519509
071XX,1713538
282XX,1946444
447XX,1964495
104XX,1453071
112XX,2081572
442XX,2363705
483XX,2266566
956XX,1971294
372XX,2054117
282XX,2439182
027XX,1905447
640XX,1528876
121XX,1970516
760XX,2323002
644XX,1621191
220XX,1481210
481XX,2084553
032XX,2359879
225XX,2252094
925XX,1908362
631XX,1632457
245XX,2420120
335XX,2205964
208XX,2413087
457XX,1735150
600XX,2336984
301XX,2127568
432XX,2242617
937XX,1965118
606XX,1378606
302XX,2085449
305XX,1568115
913XX,1745957
774XX,1386232
805XX,1512235
077XX,2410386
337XX,1738199
286XX,2216455
810XX,2340155
481XX,1734305
984XX,1330534
622XX,2272251
156XX,1521144
917XX,1306491
844XX,1994533
900XX,1468608
140XX,1355992
923XX,2299580
928XX,2425605
933XX,2006031
452XX,1923462
327XX,1658279
775XX,1438885
319XX,1353618
065XX,2073905
296XX,1388718
276XX,1717265
200XX,1829398
322XX,2110022
300XX,1391967
945XX,1606429
386XX,1447214
720XX,2446463
495XX,1490293
551XX,2217950
974XX,1326074
376XX,1523004
547XX,1960866
017XX,2102691
275XX,1479481
210XX,1996936
331XX,1864023
601XX,2271023
231XX,2217730
995XX,1338806
751XX,2234866
331XX,2054368
554XX,2276452
346XX,2033181
787XX,2254718
234XX,1991130
069XX,2436728
488XX,1433719
606XX,1974241
882XX,2427466
030XX,1722185
922XX,1599403
067XX,1426830
322XX,2137734
144XX,1460280
780XX,2129104
972XX,2171930
761XX,2313118
952XX,1347162
608XX,2129853
113XX,1914954
481XX,1452728
452XX,1517499
087XX,1991628
932XX,1920363
968XX,2004193
385XX,2108299
109XX,2280711
761XX,2254519
486XX,2317215
760XX,2124577
322XX,1974610
927XX,2357165
471XX,1797673
148XX,2357598
531XX,2401103
282XX,1359693
537XX,1762897
773XX,1969647
100XX,1954874
900XX,1371558
900XX,1428832
361XX,1312573
067XX,2438562
358XX,2306058
841XX,2368041
704XX,1581186
140XX,1301261
018XX,1361070
752XX,1910276
207XX,1561132
841XX,1906173
522XX,1992260
554XX,2199000
125XX,1393508
971XX,1531909
484XX,1863805
328XX,1846707
558XX,1420462
174XX,1290734
223XX,1571378
070XX,1997064
992XX,2061117
554XX,1620902
223XX,2256587
701XX,1949894
334XX,1391416
600XX,1587230
606XX,2069636
606XX,2421486
606XX,2144721
801XX,1352110
331XX,1336152
300XX,2053666
781XX,1393378
235XX,1505529
917XX,1729068
017XX,2365385
703XX,1393143
301XX,2296895
837XX,1436330
532XX,1764617
209XX,1494008
112XX,2205967
381XX,1956407
935XX,1297561
370XX,2082125
618XX,2381495
201XX,1796481
331XX,2236035
333XX,2015681
908XX,1358045
333XX,1710198
334XX,1717307
801XX,1424518
708XX,1943011
070XX,1466393
486XX,2000013
117XX,1662793
760XX,1429728
945XX,2006778
275XX,1373097
329XX,1463282
361XX,1766470
919XX,1946161
603XX,2186161
895XX,1815628
601XX,1954352
503XX,1565362
920XX,2268530
111XX,2199900
207XX,2321859
531XX,1363696
322XX,2099053
990XX,1415579
959XX,2426450
214XX,2003056
402XX,2418042
300XX,1457824
294XX,1670889
331XX,1883094
917XX,1937860
981XX,1957519
430XX,1554474
983XX,1735179
300XX,2375591
871XX,1818249
021XX,1326671
432XX,2174273
857XX,1489000
774XX,1300438
220XX,1671462
352XX,1737315
787XX,2316195
943XX,2193167
774XX,2234406
210XX,2246664
352XX,2136070
758XX,1747875
327XX,2173863
774XX,2183737
207XX,2191046
900XX,1608154
328XX,1845294
704XX,2190820
199XX,2018433
295XX,1307639
796XX,1723539
208XX,2151724
993XX,2274600
073XX,1623669
895XX,2443288
294XX,1689530
804XX,2181186
200XX,1986920
220XX,1780953
981XX,2084724
064XX,1579721
970XX,2193418
891XX,1782975
923XX,1496961
775XX,2316793
907XX,1932578
333XX,2201404
762XX,2022511
295XX,2156337
317XX,1419894
617XX,2287502
373XX,1912038
681XX,2013133
671XX,2018107
770XX,1592160
266XX,1345297
914XX,1980305
503XX,1403413
278XX,1928287
191XX,1667312
085XX,1862056
191XX,2278273
770XX,2401627
117XX,2308911
430XX,1749787
300XX,2394504
117XX,1315350
587XX,2266491
853XX,1733954
333XX,2066227
336XX,2255049
956XX,1923401
980XX,1797034
890XX,1449958
189XX,1386552
300XX,2403091
850XX,1390763
334XX,2133572
450XX,2114593
783XX,1523418
104XX,2324705
335XX,2340266
302XX,1451695
030XX,1497936
945XX,2289771
917XX,1876887
946XX,2001285
853XX,2127859
350XX,1788484
906XX,1649581
197XX,2090508
080XX,2079273
331XX,1918207
483XX,2078544
458XX,1930308
606XX,1635315
926XX,2310532
370XX,1582115
120XX,2207141
577XX,1905619
490XX,1571366
282XX,1672756
339XX,2162671
121XX,1339084
302XX,2247152
972XX,2052927
140XX,2117809
301XX,1763860
112XX,1432445
604XX,2211278
279XX,1407732
297XX,2432710
120XX,1581245
191XX,1370162
891XX,2043411
852XX,1554533
925XX,1531512
064XX,1582252
107XX,1883507
604XX,1485325
432XX,2305814
349XX,1693070
761XX,2443167
515XX,2144142
914XX,1710828
850XX,2071441
063XX,2221833
104XX,2142950
750XX,2005332
880XX,2096759
851XX,1553600
553XX,1642022
921XX,1336633
880XX,1525127
280XX,1858376
302XX,2217604
935XX,1328412
209XX,1893451
007XX,2288612
920XX,2233095
336XX,1717212
935XX,2087381
330XX,2253386
336XX,2019527
770XX,1302157
928XX,1390101
427XX,1464001
900XX,2234052
021XX,1486946
220XX,2100250
331XX,2227379
781XX,1837007
836XX,2215050
207XX,1849760
198XX,1705462
351XX,1610620
926XX,1334343
441XX,1464344
330XX,1695046
923XX,2372451
294XX,2434873
391XX,2114239
081XX,1700240
919XX,1833246
808XX,2335230
281XX,2063692
337XX,2073549
954XX,1760856
924XX,2142145
334XX,1307123
432XX,1619737
019XX,1550059
245XX,1840530
921XX,2232751
462XX,1474981
981XX,2324477
026XX,1746989
225XX,1828532
210XX,1361229
349XX,1390081
751XX,1917767
327XX,1884756
850XX,1372844
606XX,2321807
346XX,2254675
751XX,2084235
950XX,2435691
801XX,2283444
330XX,1437902
271XX,1497518
750XX,1956657
921XX,1376563
272XX,1455126
740XX,1386825
217XX,2287164
640XX,1491469
010XX,1364464
530XX,1356125
321XX,1755862
366XX,2041109
442XX,2062298
285XX,2086518
275XX,1935708
300XX,1732453
305XX,1965037
023XX,2021538
953XX,2021572
088XX,1312595
970XX,1726937
750XX,2059867
339XX,1588982
337XX,1310298
850XX,1357356
786XX,2412816
565XX,1368806
752XX,2278804
275XX,1483329
346XX,2111122
532XX,1579930
303XX,1618162
550XX,1849096
968XX,2424539
232XX,2068266
090XX,1709739
950XX,1610425
773XX,2116769
431XX,2212607
109XX,1810388
303XX,1715796
333XX,1684474
920XX,1767456
935XX,1931305
074XX,1724905
115XX,1495614
104XX,2200772
285XX,1553750
230XX,1539985
372XX,2403276
787XX,1709834
337XX,1347983
606XX,1489742
980XX,2237558
335XX,1707559
774XX,1851943
283XX,1959609
201XX,1792268
331XX,2205510
328XX,1556207
329XX,1769569
605XX,2105051
923XX,1814113
028XX,2176892
442XX,2379308
333XX,2070598
921XX,2271542
958XX,1949107
274XX,2362607
337XX,1825314
432XX,1463728
959XX,1656155
122XX,1351196
331XX,1841788
395XX,1864221
320XX,2255401
072XX,2151872
900XX,1336406
616XX,1915069
936XX,1409280
928XX,1581602
282XX,1711989
196XX,1594444
553XX,1917708
571XX,1687895
207XX,1466609
042XX,1775008
316XX,1520531
925XX,1443480
114XX,1450757
804XX,1533705
063XX,1674516
750XX,2362821
760XX,1475251
940XX,1315803
229XX,2317873
222XX,2417765
486XX,2260872
057XX,1832869
750XX,2239849
972XX,2295080
626XX,1845128
488XX,1422376
200XX,1486090
285XX,2138485
150XX,1839164
370XX,2352356
405XX,1579800
926XX,1367615
338XX,1941432
945XX,1567191
334XX,1808307
797XX,1741816
973XX,1498589
606XX,2321818
193XX,2015516
358XX,2094605
956XX,2399520
028XX,1297064
010XX,1619711
762XX,1895594
857XX,1802838
280XX,1821712
112XX,1420469
787XX,2170676
331XX,2247225
554XX,2053406
208XX,2137367
191XX,1681020
389XX,1672594
063XX,1836458
853XX,1347626
606XX,2092556
462XX,2198198
928XX,2015763
915XX,1682794
088XX,1832651
342XX,2040139
890XX,2361139
342XX,1608460
469XX,2179329
980XX,1936016
959XX,2130792
606XX,2224468
114XX,1543150
448XX,2283404
751XX,1511108
200XX,1827106
784XX,1655770
282XX,2320468
760XX,2290536
080XX,2040323
760XX,1798432
462XX,2001494
719XX,2284276
323XX,1890171
100XX,2311343
300XX,2226281
190XX,2169936
322XX,1860953
908XX,1888542
321XX,1574684
021XX,1976205
837XX,1561383
108XX,1689952
117XX,1996965
336XX,1451759
731XX,2165155
880XX,2306794
457XX,1733568
662XX,1826041
983XX,1610176
372XX,1711140
850XX,1548198
152XX,2326386
531XX,1967176
040XX,2278058
021XX,1869858
296XX,1977655
293XX,1807773
680XX,1371821
331XX,1446089
462XX,2089262
606XX,1935791
019XX,2148573
380XX,1626303
335XX,1735864
785XX,1486165
441XX,2143908
201XX,1714906
119XX,1514739
186XX,1994247
373XX,1925537
440XX,2421644
386XX,2333012
152XX,2167577
920XX,1507682
173XX,1996710
975XX,1772812
322XX,2004443
483XX,2190087
278XX,1428920
450XX,1414055
824XX,1872254
278XX,1799783
902XX,1649550
908XX,2342882
773XX,2220431
730XX,1761905
601XX,2118281
957XX,1961814
622XX,2016448
019XX,1438910
975XX,1420414
850XX,2056975
945XX,2277599
752XX,1566504
077XX,1916966
330XX,1823507
074XX,1572780
681XX,1787055
300XX,1428208
780XX,1597691
432XX,1581689
346XX,2095191
605XX,2101858
958XX,2266149
114XX,1600115
990XX,2257594
089XX,2351596
926XX,1503099
708XX,2266541
328XX,2103732
922XX,2194840
681XX,1438334
945XX,2335937
210XX,2435839
967XX,2222883
780XX,2001357
329XX,2315465
922XX,1426242
027XX,1907667
553XX,2206557
787XX,2276858
452XX,1424332
802XX,2200413
302XX,1814219
362XX,1886625
191XX,2288478
115XX,1599515
852XX,1970755
796XX,2306090
483XX,1543947
212XX,1565360
040XX,2049488
910XX,1659908
337XX,1814979
294XX,1828850
400XX,1290282
080XX,2101474
928XX,1736260
601XX,1869972
352XX,1625191
853XX,2154935
082XX,1648249
207XX,1395256
011XX,2000777
112XX,2088845
468XX,1903735
331XX,2087901
314XX,1608957
327XX,2164738
301XX,2367006
087XX,1592259
018XX,1729635
386XX,1379769
077XX,1917777
460XX,1334833
017XX,2318456
328XX,2343692
103XX,1639620
297XX,2263616
932XX,1370440
334XX,1851196
481XX,1515691
564XX,1757660
900XX,2279551
460XX,1993283
313XX,2092321
275XX,1932827
147XX,2146528
152XX,1845131
027XX,1585496
605XX,1602546
951XX,2374693
772XX,2286268
840XX,2178974
303XX,1999542
381XX,2117576
232XX,2019473
463XX,1963694
028XX,2133533
711XX,1625917
752XX,2051301
303XX,2149053
850XX,1647563
800XX,2142009
329XX,2370490
186XX,1947781
852XX,2365501
334XX,1424431
490XX,1901069
600XX,1985549
907XX,2050067
704XX,2203793
284XX,2171767
983XX,1749898
421XX,1624559
190XX,1776446
303XX,2356368
207XX,1514018
342XX,2158327
904XX,2278247
705XX,1451126
021XX,2325096
303XX,1531073
720XX,1301965
939XX,2324900
153XX,2124870
740XX,2290150
294XX,2237975
027XX,2180330
206XX,1956043
297XX,1945470
186XX,2000806
462XX,1579737
949XX,2231741
077XX,2278626
194XX,2363182
300XX,2318063
337XX,1561071
983XX,1645510
454XX,1695933
300XX,1960955
338XX,2361538
945XX,1920530
347XX,1539012
229XX,2393637
210XX,2238896
600XX,1858175
891XX,2064973
321XX,1979138
808XX,1512325
482XX,2043246
404XX,1742974
105XX,1362659
366XX,2414631
327XX,1603460
981XX,1909954
087XX,1945866
633XX,1746616
957XX,1320034
231XX,1371529
685XX,2174353
606XX,2124466
926XX,1503626
193XX,2022580
780XX,1631310
320XX,1954748
588XX,2117276
190XX,2042154
950XX,1579416
314XX,2291043
554XX,2124878
546XX,2270404
331XX,1567726
786XX,2151722
206XX,1803288
331XX,2311195
986XX,1914418
601XX,1543822
331XX,1512742
600XX,1480177
198XX,2358829
786XX,1476746
972XX,2115974
180XX,1829090
341XX,2096508
983XX,1610174
926XX,1655346
191XX,2219692
117XX,1887469
986XX,1343750
088XX,2091206
927XX,2346566
770XX,1367918
547XX,2221975
891XX,1615057
368XX,1760919
223XX,1490001
111XX,1604758
284XX,1900891
072XX,1734611
941XX,2037451
554XX,1985581
941XX,2195762
329XX,1829867
933XX,1818178
317XX,1973438
275XX,2159494
469XX,1543745
482XX,1932073
840XX,1824420
806XX,1334773
453XX,1683020
070XX,2243752
284XX,1929762
805XX,2210483
925XX,2145175
114XX,2351128
461XX,2259421
151XX,1341066
300XX,2207957
220XX,2093456
206XX,1634530
863XX,1336411
231XX,1846148
024XX,2287850
271XX,2324774
070XX,1409692
894XX,2289198
786XX,2084654
450XX,2313785
085XX,2267145
731XX,2207765
770XX,1505511
941XX,2105270
010XX,2156876
913XX,1331079
275XX,2370416
346XX,1482402
331XX,1426068
155XX,1755818
770XX,2145714
207XX,2389660
070XX,1812035
190XX,2361884
330XX,2444021
787XX,1631136
300XX,1512418
376XX,2142078
752XX,2131279
100XX,2234777
333XX,2329760
100XX,1755317
622XX,2437286
708XX,2426469
207XX,1692871
327XX,2057088
064XX,1954164
302XX,1437712
067XX,2083339
434XX,2348676
846XX,1722386
450XX,1474998
750XX,1836847
323XX,2037527
920XX,1352625
775XX,1788008
952XX,1324452
782XX,2369364
068XX,2340073
339XX,2036998
363XX,1569570
365XX,1412304
221XX,1684917
921XX,1788172
066XX,2234050
054XX,2203476
752XX,1502946
191XX,1602944
775XX,2051462
430XX,2156129
604XX,1450643
292XX,2060687
018XX,2267008
105XX,1787876
752XX,1760181
996XX,1451171
585XX,2318486
054XX,1384791
282XX,1850065
622XX,1915705
300XX,2131442
956XX,2318219
068XX,2239982
176XX,1691845
303XX,2099936
853XX,1456015
606XX,1980721
018XX,1665806
927XX,1394764
805XX,2060915
085XX,1827125
080XX,2344391
330XX,2034348
300XX,2434776
296XX,2385420
241XX,2159817
782XX,1818035
468XX,1873592
326XX,2249262
430XX,1948288
875XX,1965709
630XX,1533867
891XX,1623318
891XX,1797062
334XX,1974990
201XX,1516447
175XX,2260263
852XX,1349175
195XX,2356774
981XX,2426669
601XX,1601662
337XX,2254910
199XX,1893408
378XX,1302683
371XX,2264750
300XX,1446517
330XX,1596167
347XX,2008766
957XX,1326729
302XX,2251120
481XX,2026426
981XX,2271734
167XX,2318950
760XX,1953412
905XX,2422372
443XX,2062564
939XX,1547449
809XX,2216708
547XX,2162470
070XX,1502914
484XX,2261971
275XX,1752658
852XX,1382176
851XX,1877601
086XX,1905743
853XX,1868304
741XX,1979838
212XX,1741913
500XX,1358897
930XX,1419641
276XX,2328980
927XX,2100670
065XX,2264634
801XX,1477752
207XX,1518711
575XX,2157970
607XX,1655898
600XX,1761394
044XX,1498654
923XX,1445214
774XX,1550194
152XX,1602159
528XX,1414133
907XX,1403386
920XX,2447461
521XX,1930616
333XX,1597141
328XX,2160184
070XX,2337714
681XX,1359652
146XX,1322749
145XX,2326943
802XX,1294129
018XX,2333446
112XX,1310482
804XX,1440579
212XX,1990726
983XX,1610164
479XX,1926470
200XX,1914544
770XX,1746661
512XX,2369465
469XX,2419091
917XX,1905655
088XX,1450887
465XX,2279859
633XX,2437208
945XX,1338884
336XX,1600931
071XX,1878218
931XX,2161238
805XX,2300640
925XX,1640307
302XX,1414087
631XX,2300623
770XX,2018717
009XX,1985609
923XX,1982297
968XX,1716195
601XX,1867035
770XX,1789856
786XX,2092329
190XX,2081192
334XX,1641371
541XX,1996459
221XX,1630624
662XX,1488728
045XX,2292659
175XX,1571482
333XX,2269023
941XX,1624008
320XX,1485682
240XX,2067065
132XX,2333947
735XX,2168951
313XX,1867917
750XX,2279574
181XX,1873834
333XX,2296087
104XX,2256192
750XX,2116326
344XX,1893472
320XX,2422241
550XX,1721424
604XX,1296634
381XX,1846036
606XX,1496528
800XX,1822036
098XX,2426216
212XX,2226413
178XX,2296407
853XX,1706239
191XX,2225172
482XX,2026935
395XX,2381045
077XX,2117284
194XX,2422302
619XX,1445154
280XX,1472006
082XX,1429222
191XX,1796347
275XX,2203153
932XX,2052620
797XX,1597147
462XX,1720613
492XX,1729784
838XX,2112579
701XX,2186613
461XX,1442739
274XX,2154137
914XX,1766175
330XX,1502872
930XX,2349811
336XX,1883591
342XX,2335419
287XX,2092370
100XX,2429940
143XX,1861720
104XX,2030117
344XX,1910382
217XX,1682400
342XX,2333765
782XX,1996468
109XX,1498859
902XX,1760010
074XX,1294631
853XX,1736836
427XX,2316683
191XX,2328875
925XX,2037012
114XX,1522050
780XX,1347577
609XX,2410682
334XX,1497125
223XX,1345476
339XX,1389418
752XX,1433225
296XX,1578123
271XX,2174404
280XX,2235665
086XX,2035223
731XX,1423545
234XX,1972525
982XX,1960723
770XX,1391194
088XX,1388943
481XX,1374600
347XX,2409427
606XX,1754345
209XX,1990751
380XX,1450675
774XX,1914321
275XX,1939364
774XX,1532490
641XX,1314678
922XX,2340055
928XX,1808824
604XX,1424982
207XX,2257174
395XX,1710205
600XX,1556323
554XX,2253671
941XX,1766062
945XX,1999336
342XX,2299662
009XX,1842928
300XX,2265376
322XX,1926550
972XX,2356324
344XX,1517906
478XX,2341965
984XX,1494906
774XX,1446862
750XX,2028046
377XX,1679615
481XX,1316016
852XX,2429297
750XX,2122160
499XX,1996268
928XX,1473874
018XX,1525901
019XX,1853693
553XX,2376993
016XX,1820198
752XX,1527903
500XX,1728491
880XX,1803284
912XX,2186381
352XX,1859132
234XX,1693363
902XX,2317843
226XX,1328877
902XX,1332132
947XX,1561650
834XX,2380622
334XX,1624428
935XX,2186173
606XX,1873938
752XX,1818904
710XX,1606560
330XX,2035617
850XX,2294482
493XX,2318640
926XX,2229363
334XX,1972244
296XX,2086554
760XX,2094209
282XX,2418257
321XX,1899198
288XX,2114716
981XX,1892622
925XX,1695799
054XX,2185498
070XX,1368602
208XX,1424907
761XX,2254481
926XX,1976781
958XX,2116808
774XX,1347592
297XX,2250783
070XX,2281914
393XX,1973970
366XX,1720136
770XX,1594728
956XX,1832104
770XX,1817145
983XX,2425328
960XX,1867348
974XX,1662472
043XX,1870691
240XX,2356847
245XX,2291036
197XX,2389823
760XX,1341123
900XX,1659945
104XX,1718946
838XX,1317976
921XX,2218852
324XX,1909525
633XX,2176103
150XX,2400762
481XX,1673064
760XX,1477311
945XX,1494795
112XX,1395334
852XX,1714599
775XX,1324657
891XX,1448700
871XX,2307683
906XX,2418478
928XX,1901302
902XX,2050851
283XX,1710134
377XX,1294882
207XX,1688601
913XX,2073819
751XX,2277997
064XX,2301574
970XX,1503943
336XX,1500953
633XX,2333050
352XX,2140019
100XX,1989646
109XX,2024885
922XX,1602602
924XX,2022809
774XX,1498532
330XX,1342887
774XX,1336238
496XX,1639337
853XX,1656296
193XX,1841738
530XX,2228223
207XX,1925828
331XX,1824758
441XX,1691951
907XX,1915163
551XX,1771992
956XX,2218691
923XX,2426362
456XX,2211312
913XX,2278907
362XX,1591898
207XX,2063251
110XX,2266222
021XX,2068287
331XX,2033542
524XX,2198258
372XX,1318998
962XX,1572402
840XX,2327897
322XX,1746771
951XX,1563678
100XX,1398419
787XX,2237348
112XX,1808973
368XX,1843089
077XX,1744767
352XX,1667087
315XX,1376807
754XX,2067926
392XX,1856514
731XX,2436282
900XX,1395330
232XX,2240324
085XX,2279370
178XX,2342696
323XX,1409904
112XX,2113167
840XX,2332152
986XX,1399347
112XX,1879167
100XX,1331723
761XX,1885935
921XX,1812452
330XX,2246977
922XX,2171885
780XX,1836343
021XX,2333330
606XX,1971389
926XX,2146619
031XX,2288957
620XX,2317617
322XX,1558114
934XX,2328373
377XX,1290968
440XX,1631022
891XX,1480976
752XX,2112241
770XX,1719726
773XX,1836262
925XX,1989884
480XX,1558127
891XX,2188156
140XX,1580361
328XX,2200010
081XX,1933368
977XX,2399583
750XX,2143619
972XX,1546637
941XX,1469072
959XX,1692009
995XX,2053610
945XX,1832237
258XX,1338268
241XX,1983594
853XX,1581738
606XX,2425019
100XX,1342272
373XX,1329074
629XX,2438592
913XX,1835127
441XX,1481613
208XX,1347833
137XX,1347131
087XX,2207561
960XX,2110152
603XX,2439116
100XX,2183066
800XX,1321690
920XX,1874473
928XX,2191744
837XX,1834125
800XX,2296627
922XX,2140293
890XX,1681892
344XX,1928794
940XX,1770089
986XX,1585786
077XX,1316525
151XX,2180006
076XX,2136193
752XX,1382179
381XX,2291942
955XX,1409227
982XX,1793250
782XX,1593077
760XX,2173651
945XX,1354580
774XX,1823784
209XX,1793610
100XX,2094596
112XX,1808199
233XX,1766624
330XX,2179979
275XX,2148846
300XX,2057594
983XX,2144713
100XX,2033479
386XX,2421394
212XX,2263412
198XX,1980535
972XX,2357082
290XX,1803082
980XX,1708422
917XX,1296393
571XX,2329306
045XX,2180534
757XX,1469269
606XX,2354706
322XX,1569909
606XX,2290226
432XX,2099190
935XX,2330599
982XX,2321353
762XX,1457193
970XX,1632502
802XX,2010591
706XX,2328608
550XX,2418002
080XX,1610640
028XX,2216410
774XX,2298874
088XX,2144798
372XX,2088366
271XX,1636789
221XX,2419078
331XX,2037918
782XX,1761902
067XX,1417653
762XX,1683741
065XX,1362069
326XX,2297573
982XX,1626281
799XX,2141625
346XX,1963025
070XX,1429346
330XX,1456499
086XX,1677052
917XX,2220511
907XX,2354015
604XX,2098989
070XX,1433307
787XX,1939224
114XX,1564007
630XX,2333826
145XX,2103160
984XX,2073054
281XX,2145677
491XX,1878423
279XX,1429074
232XX,2247278
112XX,2240131
109XX,2367746
210XX,2361462
895XX,1714705
297XX,1404910
331XX,2037402
329XX,1995639
989XX,2038705
506XX,1558481
212XX,2437116
935XX,1368739
114XX,1931842
297XX,2414486
908XX,1796037
281XX,1478237
334XX,1689737
331XX,2344360
781XX,1725905
850XX,1751899
018XX,1771354
791XX,1776550
923XX,1587347
752XX,2187231
922XX,1726669
117XX,1309004
917XX,1326722
980XX,1529421
021XX,2096325
028XX,2147445
331XX,1577756
980XX,1440911
587XX,2260309
200XX,2291557
272XX,1664779
222XX,2330907
956XX,1454005
752XX,2141555
554XX,2010059
180XX,1579858
728XX,1778477
625XX,1737504
223XX,1504308
787XX,1597990
930XX,1294702
606XX,1574027
915XX,1720270
028XX,1591619
917XX,2262215
381XX,2136038
342XX,1661576
900XX,2138969
360XX,2232450
124XX,2195970
112XX,2141198
950XX,1910557
801XX,1851467
857XX,1846634
902XX,1341765
331XX,1338771
222XX,1925822
338XX,2152600
953XX,2228307
703XX,1629147
079XX,1810467
232XX,2105672
207XX,1294296
322XX,1520783
280XX,1705682
802XX,1855289
301XX,1849901
606XX,2253096
928XX,2211583
700XX,1937740
853XX,1363685
112XX,1306628
557XX,1374984
208XX,1511955
782XX,1343916
900XX,1367393
300XX,1337948
980XX,1568104
200XX,2126224
750XX,1826898
532XX,2220088
481XX,2238918
080XX,1950751
803XX,2156447
112XX,1357984
174XX,2062273
917XX,2020579
330XX,1400662
799XX,1322362
630XX,2114269
327XX,2200687
112XX,2444005
105XX,2286782
948XX,1290534
191XX,2408834
770XX,1797033
113XX,1800901
082XX,2014799
453XX,1742985
432XX,1852791
301XX,2408684
080XX,2319705
463XX,2133186
206XX,2061388
100XX,2345836
900XX,1606497
280XX,1294635
221XX,1675082
122XX,2078512
117XX,1974670
785XX,1391965
280XX,1898245
774XX,1844127
917XX,1685938
982XX,2206099
370XX,1476649
953XX,1409656
305XX,1467141
810XX,1385275
922XX,2048611
170XX,2025275
855XX,2234281
750XX,2070345
908XX,1548146
283XX,1469819
171XX,1801707
352XX,1558230
351XX,1311602
317XX,2159820
891XX,2227627
770XX,1829961
119XX,1378767
891XX,1396407
554XX,1383646
338XX,2063549
199XX,2320686
330XX,2201732
300XX,1867982
366XX,1407621
967XX,1777786
319XX,2028471
071XX,1896574
232XX,2336777
945XX,2316224
313XX,2184426
925XX,1766659
324XX,1554036
900XX,1843500
303XX,1765907
301XX,2299948
707XX,2386450
325XX,1995224
115XX,1726601
977XX,2035578
053XX,1406963
700XX,2269548
349XX,2028391
331XX,1403930
605XX,2422538
319XX,1518687
300XX,1390904
604XX,1420434
212XX,2095587
303XX,1510036
142XX,2302822
606XX,1465068
920XX,1492658
652XX,2349970
194XX,1695125
902XX,2130606
104XX,1955443
857XX,2125714
381XX,2192438
707XX,2221039
917XX,2094964
344XX,2400665
782XX,1914764
857XX,2037465
853XX,2264445
902XX,1664034
334XX,1661367
364XX,1352030
454XX,1313211
926XX,1589457
330XX,2426628
923XX,2046284
226XX,1865592
750XX,1935986
151XX,2371064
852XX,2135260
914XX,1359846
741XX,1525632
852XX,1403620
302XX,1569902
760XX,1747442
782XX,2153246
197XX,1610132
972XX,2034005
787XX,1935283
320XX,1595779
030XX,2224195
025XX,2203500
840XX,2347508
606XX,2274266
802XX,1982771
706XX,1725869
104XX,2151555
462XX,2205034
300XX,1345284
301XX,2302319
272XX,1812766
300XX,2213747
233XX,1543849
273XX,2439725
900XX,1550532
480XX,1428788
554XX,2038793
152XX,2310523
601XX,1902745
928XX,1783250
914XX,1371025
773XX,2441136
802XX,2267892
760XX,1372119
040XX,1349341
337XX,1945872
605XX,2058718
490XX,1833459
493XX,2293365
100XX,1594302
945XX,2290980
330XX,1666147
741XX,1980168
489XX,1878919
033XX,1704471
875XX,2316100
853XX,1633904
524XX,1895758
833XX,1546871
334XX,2240955
302XX,2002990
553XX,2205098
750XX,2338489
986XX,1454711
430XX,2201395
933XX,1676121
761XX,1413115
921XX,2018233
190XX,1487042
503XX,1625853
161XX,2278877
190XX,2143201
707XX,1373445
992XX,1424965
070XX,1899148
940XX,1983437
945XX,2180124
330XX,1724222
327XX,2172529
891XX,1535213
281XX,1967977
365XX,1661645
191XX,1617531
463XX,1293820
207XX,1423884
295XX,1564632
201XX,2192972
006XX,1581566
850XX,2338767
109XX,2367643
571XX,1463521
109XX,1584876
